"DateTime";"Middeltemperatur";"Maksimumtemperatur";"Minimumtemperatur"
"2021-02-18 23:00:00";2.3;2.4;2.1
"2021-02-19 00:00:00";2.2;2.3;2.1
"2021-02-19 01:00:00";2.4;2.5;2.2
"2021-02-19 02:00:00";2.4;2.6;2.3
"2021-02-19 03:00:00";2.7;2.8;2.5
"2021-02-19 04:00:00";2.6;2.8;2.5
"2021-02-19 05:00:00";2.7;2.9;2.6
"2021-02-19 06:00:00";3.2;3.5;2.8
"2021-02-19 07:00:00";2.9;3.1;2.6
"2021-02-19 08:00:00";2.8;3.2;2.6
"2021-02-19 09:00:00";3.3;3.5;3.2
"2021-02-19 10:00:00";3.3;3.5;3.2
"2021-02-19 11:00:00";3.9;4.6;3.4
"2021-02-19 12:00:00";5.3;5.8;4.6
"2021-02-19 13:00:00";6;6.3;5.5
"2021-02-19 14:00:00";5.4;6.3;4.4
"2021-02-19 15:00:00";4.3;4.5;4.1
"2021-02-19 16:00:00";4.4;4.6;4.3
"2021-02-19 17:00:00";4.1;4.7;3.3
"2021-02-19 18:00:00";2.9;3.3;2.6
"2021-02-19 19:00:00";2.2;2.6;1.5
"2021-02-19 20:00:00";1.8;2.1;1.5
"2021-02-19 21:00:00";1.9;2.1;1.7
"2021-02-19 22:00:00";1.7;2;1.5
"2021-02-19 23:00:00";1.8;2.1;1.4
"2021-02-20 00:00:00";2.2;2.4;1.9
"2021-02-20 01:00:00";2.5;2.7;2.3
"2021-02-20 02:00:00";2.9;3.1;2.6
"2021-02-20 03:00:00";2.9;3;2.7
"2021-02-20 04:00:00";2.7;2.8;2.5
"2021-02-20 05:00:00";2.8;2.9;2.6
"2021-02-20 06:00:00";2.9;3;2.7
"2021-02-20 07:00:00";2.9;3;2.8
"2021-02-20 08:00:00";3;3.3;2.8
"2021-02-20 09:00:00";3.5;3.7;3.2
"2021-02-20 10:00:00";4.5;5.4;3.6
"2021-02-20 11:00:00";5.5;5.9;5.1
"2021-02-20 12:00:00";6.2;6.6;5.6
"2021-02-20 13:00:00";6.1;6.4;6
"2021-02-20 14:00:00";6.3;6.6;5.9
"2021-02-20 15:00:00";5.8;6.1;5.5
"2021-02-20 16:00:00";5.6;5.8;5.3
"2021-02-20 17:00:00";4.6;5.3;3.9
"2021-02-20 18:00:00";3.3;3.9;2.8
"2021-02-20 19:00:00";3.7;4.1;3.5
"2021-02-20 20:00:00";4;4.1;3.7
"2021-02-20 21:00:00";3.8;3.9;3.5
"2021-02-20 22:00:00";3.7;3.9;3.5
"2021-02-20 23:00:00";3.7;3.8;3.4
"2021-02-21 00:00:00";3.8;4.2;3.4
"2021-02-21 01:00:00";3.9;4.1;3.7
"2021-02-21 02:00:00";3.9;4;3.7
"2021-02-21 03:00:00";3.8;4;3.6
"2021-02-21 04:00:00";3.4;3.7;3.2
"2021-02-21 05:00:00";3.2;3.4;2.9
"2021-02-21 06:00:00";3.1;3.2;2.9
"2021-02-21 07:00:00";2.9;3.1;2.8
"2021-02-21 08:00:00";3.4;3.8;3
"2021-02-21 09:00:00";4.2;5;3.7
"2021-02-21 10:00:00";5.8;6.9;4.9
"2021-02-21 11:00:00";7.8;9.4;6.8
"2021-02-21 12:00:00";9.8;10.8;9.1
"2021-02-21 13:00:00";11.3;12;10.6
"2021-02-21 14:00:00";12.2;12.5;11.8
"2021-02-21 15:00:00";12.2;12.7;11.7
"2021-02-21 16:00:00";11.2;11.7;10.1
"2021-02-21 17:00:00";8.7;10.1;7.8
